,participant_A,participant_B
2738,11890520,11891269
2739,11890511,11890552
2740,11890697,11891080
2741,11890062,11891961
2742,11890086,11890811
2743,11890105,11891094
2744,11890163,11890432
2745,11890150,11890210
2746,11890102,11890406
2747,11890209,11890965
2748,11890279,11907089
2749,11890327,11890674
2750,11890864,11892213
2751,11890427,11890740
2752,11890378,11890468
2753,11890618,11892054
2754,11890144,11891140
2755,11891181,11891727
2756,11890368,11890609
2757,11890295,11890329
2758,11890674,11891038
2759,11890366,11890837
2760,11890573,11890575
2761,11890078,11890784
2762,11890102,11890166
2763,11890619,11890656
2764,11890154,11890691
2765,11890175,11891143
2766,11890308,11890804
2767,11890591,11890868
2768,11890367,11891030
2769,11890279,11890354
2770,11890812,11890879
2771,11890189,11891966
2772,11890105,11890201
2773,11891198,11891261
2774,11890879,11890992
2775,11890814,11891140
2776,11890111,11891038
2777,11890144,11890647
2778,11890565,11890811
2779,11890111,11892037
2780,11890265,11890659
2781,11891011,11891024
2782,11890150,11890997
2783,11890587,11891997
2784,11890567,11892208
2785,11890273,11890707
2786,11890072,11890298
2787,11891203,11891280
2788,11890691,11890858
2789,11891158,11891742
2790,11890378,11890647
2791,11891110,11892213
2792,11890750,11892003
2793,11890398,11890869
2794,11890214,11890607
2795,11890134,11891047
2796,11890097,11890249
2797,11890363,11890789
2798,11890256,11890389
2799,11890086,11890096
2800,11890255,11891011
2801,11890159,11892201
2802,11891082,11907089
2803,11890173,11890244
2804,11890211,11890422
2805,11890237,11890619
2806,11890100,11890990
2807,11890767,11890869
2808,11891094,11891249
2809,11890084,11890205
2810,11890617,11890920
2811,11890210,11890837
2812,11890594,11892065
2813,11890134,11891759
2814,11890196,11890216
2815,11890302,11890647
2816,11890082,11890154
2817,11890365,11890734
2818,11890106,11890617
2819,11891011,11907112
2820,11890240,11890848
2821,11890920,11892169
2822,11891011,11891730
2823,11890074,11890552
2824,11890091,11890579
2825,11890198,11890579
2826,11890524,11890541
2827,11890422,11890591
2828,11890731,11891153
2829,11890398,11890907
2830,11890339,11890707
2831,11890088,11890155
2832,11890269,11890892
2833,11890655,11891206
2834,11890068,11890945
2835,11890271,11890674
2836,11890997,11891279
2837,11890407,11890417
2838,11890219,11890380
2839,11890086,11891961
2840,11890655,11891007
2841,11890077,11890510
2842,11890121,11907116
2843,11890821,11891726
2844,11889644,11890172
2845,11890249,11890892
2846,11890125,11891762
2847,11890079,11890210
2848,11890107,11891793
2849,11890694,11891268
2850,11890237,11890540
2851,11890368,11890647
2852,11890175,11890440
2853,11890256,11890468
2854,11891726,11891727
2855,11890457,11890956
2856,11890146,11890960
2857,11891206,11891212
2858,11890303,11891218
2859,11890099,11890365
2860,11890198,11891011
2861,11889649,11891926
2862,11889646,11890371
2863,11890351,11890844
2864,11890354,11891034
2865,11890342,11890670
2866,11890902,11892208
2867,11890174,11890910
2868,11890418,11890573
2869,11890730,11891279
2870,11890418,11890971
2871,11890367,11891039
2872,11890079,11890991
2873,11890209,11890635
2874,11890183,11890814
2875,11890861,11891341
2876,11890814,11891322
2877,11890565,11891136
2878,11889718,11890192
2879,11890160,11891020
2880,11890167,11891143
2881,11890797,11891926
2882,11890265,11890874
2883,11890558,11891136
2884,11889651,11890339
2885,11890279,11890745
2886,11890801,11890861
2887,11890109,11890907
2888,11890923,11892079
2889,11890129,11892213
2890,11890741,11890992
2891,11890351,11907178
2892,11890609,11892045
2893,11890298,11890518
2894,11890253,11891797
2895,11890416,11890587
2896,11890063,11890143
2897,11890244,11890883
2898,11891731,11891956
2899,11890374,11890406
2900,11890144,11890797
2901,11889652,11890385
2902,11890097,11891086
2903,11890367,11892250
2904,11890720,11891020
2905,11890158,11891134
2906,11890920,11891007
2907,11890473,11890907
2908,11889649,11890158
2909,11890149,11890821
2910,11890319,11890490
2911,11890211,11890578
2912,11889652,11890406
2913,11890674,11891973
2914,11890557,11890652
2915,11890174,11892208
2916,11890690,11907112
2917,11890418,11907093
2918,11890789,11890844
2919,11890089,11890540
2920,11890368,11907133
2921,11890150,11891727
2922,11890635,11890868
2923,11890394,11890495
2924,11890378,11891086
2925,11890084,11890173
2926,11890256,11890565
2927,11890346,11890971
2928,11890106,11890334
2929,11889665,11890168
2930,11890089,11890422
2931,11890111,11890197
2932,11890166,11890374
2933,11889652,11891028
2934,11890100,11890775
2935,11890367,11890647
2936,11890295,11890909
2937,11891110,11907109
2938,11890277,11907116
2939,11890182,11890299
2940,11890058,11890959
2941,11890978,11891094
2942,11890086,11890705
2943,11890400,11890814
2944,11890209,11892250
2945,11890475,11892003
2946,11890105,11891086
2947,11890475,11891025
2948,11890821,11891341
2949,11890204,11890811
2950,11890068,11890850
2951,11890078,11890473
2952,11890094,11890990
2953,11890385,11907098
2954,11890586,11892067
2955,11890059,11890328
2956,11890691,11890694
2957,11890287,11890909
2958,11889654,11890129
2959,11890126,11890129
2960,11890109,11890216
2961,11890107,11890323
2962,11890432,11891140
2963,11890490,11890552
2964,11890314,11890398
2965,11890557,11890775
2966,11890100,11890855
2967,11890330,11891020
2968,11890306,11890428
2969,11890805,11891325
2970,11890453,11890848
2971,11890942,11892195
2972,11890536,11890910
2973,11890059,11890327
2974,11890887,11890942
2975,11890091,11890193
2976,11890151,11890233
2977,11890175,11891267
2978,11890734,11891060
2979,11890378,11890959
2980,11890549,11890978
2981,11889645,11890166
2982,11890966,11891274
2983,11890302,11890687
2984,11890409,11891762
2985,11890065,11907098
2986,11890180,11890277
2987,11890077,11890163
2988,11890478,11891770
2989,11889649,11891082
2990,11889652,11890668
2991,11890219,11907178
2992,11890366,11890501
2993,11890324,11890578
2994,11890167,11907093
2995,11891249,11892214
2996,11890477,11907431
2997,11890406,11891944
2998,11891325,11891970
2999,11890106,11890687
3000,11890342,11890805
3001,11890558,11890879
3002,11890079,11907098
3003,11890183,11890328
3004,11890741,11890821
3005,11890082,11890249
3006,11890177,11891810
3007,11890096,11890216
3008,11890618,11891028
3009,11890971,11907152
3010,11890088,11892022
3011,11890072,11891961
3012,11890945,11892022
3013,11890114,11890306
3014,11890709,11892037
3015,11890289,11891279
3016,11890082,11890402
3017,11889645,11890105
3018,11890134,11890558
3019,11890273,11891777
3020,11890805,11891337
3021,11890484,11907098
3022,11890211,11890482
3023,11890118,11890173
3024,11890619,11892022
3025,11889650,11890558
3026,11890197,11891086
3027,11890075,11890253
3028,11890609,11891269
3029,11890594,11890598
3030,11890183,11890194
3031,11890586,11892169
3032,11890323,11890432
3033,11890898,11892172
3034,11890226,11891268
3035,11890099,11890990
3036,11890814,11892169
3037,11892195,11907112
3038,11890775,11892205
3039,11890811,11891008
3040,11890753,11891787
3041,11890121,11891966
3042,11890193,11890334
3043,11890327,11890478
3044,11889650,11889654
3045,11890329,11907111
3046,11890194,11907098
3047,11890068,11890698
3048,11890151,11890194
3049,11890097,11891038
3050,11890272,11890323
3051,11890148,11890821
3052,11889684,11890159
3053,11890427,11891730
3054,11890058,11891140
3055,11890501,11890942
3056,11890330,11892213
3057,11890142,11890946
3058,11890114,11890118
3059,11890174,11890237
3060,11889645,11890541
3061,11890454,11890540
3062,11889645,11890117
3063,11890367,11890910
3064,11890233,11891024
3065,11890201,11891025
3066,11890892,11891762
3067,11890470,11891187
3068,11890454,11890966
3069,11890255,11890879
3070,11890142,11890210
3071,11891047,11907093
3072,11890200,11891218
3073,11889649,11891270
3074,11891127,11892003
3075,11890249,11890549
3076,11890119,11890656
3077,11889665,11891941
3078,11890279,11890607
3079,11890576,11891038
3080,11890365,11890536
3081,11890089,11890484
3082,11890074,11891115
3083,11890394,11891039
3084,11890541,11890749
3085,11890107,11890196
3086,11889718,11890240
3087,11890155,11890415
3088,11890243,11890453
3089,11890088,11892045
3090,11890134,11907431
3091,11890174,11890983
3092,11890107,11891231
3093,11890201,11890272
3094,11890132,11890635
3095,11890077,11892208
3096,11890409,11890473
3097,11890078,11890987
3098,11890244,11890868
3099,11890063,11891727
3100,11890251,11891279
3101,11890539,11890990
3102,11890194,11890428
3103,11890709,11907118
3104,11890058,11891011
3105,11890172,11892024
3106,11890198,11891173
3107,11890058,11890804
3108,11890314,11890855
3109,11890490,11891787
3110,11890214,11892065
3111,11890557,11891231
3112,11890883,11892214
3113,11890255,11907171
3114,11890995,11891787
3115,11890106,11892194
3116,11890971,11891024
3117,11890261,11891725
3118,11890075,11890861
3119,11890177,11890196
3120,11890117,11890598
3121,11889646,11890673
3122,11889684,11890673
3123,11890879,11891267
3124,11890879,11891047
3125,11890249,11890253
3126,11890428,11891034
3127,11890520,11892195
3128,11890086,11891203
3129,11890337,11890670
3130,11890299,11891325
3131,11890837,11892172
3132,11890157,11892172
3133,11890059,11891140
3134,11890265,11891732
3135,11890910,11890983
3136,11890183,11890909
3137,11890409,11890518
3138,11890102,11907118
3139,11890750,11907112
3140,11890652,11891007
3141,11890400,11890552
3142,11890106,11890416
3143,11890470,11891216
3144,11890697,11890740
3145,11890694,11891270
3146,11890409,11890883
3147,11890368,11891100
3148,11890285,11907089
3149,11890173,11890180
3150,11890079,11890378
3151,11890874,11891944
3152,11890117,11890289
3153,11890745,11892224
3154,11890394,11892224
3155,11890635,11891002
3156,11889645,11890837
3157,11890123,11890144
3158,11890063,11890337
3159,11889644,11892178
3160,11890594,11891187
3161,11890102,11890478
3162,11891115,11891261
3163,11891203,11907178
3164,11890159,11890978
3165,11890072,11890113
3166,11890106,11891020
3167,11890192,11891731
3168,11890337,11891025
3169,11890720,11890731
3170,11890117,11890709
3171,11890323,11890990
3172,11892079,11907116
3173,11890502,11892024
3174,11890279,11890581
3175,11889651,11890273
3176,11889718,11890549
3177,11890368,11907098
3178,11890089,11907431
3179,11890127,11890422
3180,11890205,11890284
3181,11890919,11891732
3182,11890082,11890971
3183,11889652,11891100
3184,11890511,11890892
3185,11890502,11891034
3186,11890113,11890120
3187,11890118,11890306
3188,11890101,11890261
3189,11890365,11890484
3190,11890237,11890960
3191,11890987,11892224
3192,11890342,11890865
3193,11890523,11891002
3194,11890361,11890675
3195,11890125,11891758
3196,11891341,11907116
3197,11890219,11890324
3198,11891269,11891966
3199,11890075,11891725
3200,11890400,11892065
3201,11890215,11892195
3202,11890995,11892045
3203,11890127,11907112
3204,11890172,11890324
3205,11890196,11891970
3206,11890194,11890687
3207,11890749,11890837
3208,11891028,11891322
3209,11890075,11891727
3210,11890129,11890709
3211,11890089,11891787
3212,11890409,11890457
3213,11890700,11891008
3214,11890059,11890920
3215,11890172,11891341
3216,11890422,11890520
3217,11890848,11891727
3218,11890308,11890753
3219,11890557,11890698
3220,11890125,11890720
3221,11891770,11891956
3222,11890200,11890330
3223,11890068,11892172
3224,11890484,11890744
3225,11890193,11890674
3226,11890775,11891216
3227,11890417,11890741
3228,11890251,11890587
3229,11890313,11891731
3230,11890346,11890549
3231,11890255,11891047
3232,11890201,11892178
3233,11890868,11892250
3234,11890351,11890811
3235,11890324,11907098
3236,11890320,11891187
3237,11890086,11892182
3238,11890111,11890705
3239,11890861,11890971
3240,11890696,11891011
3241,11890271,11890510
3242,11890855,11890879
3243,11890091,11907178
3244,11890453,11890518
3245,11890173,11890945
3246,11890063,11891212
3247,11889652,11890216
3248,11890172,11891269
3249,11890174,11890366
3250,11890158,11890673
3251,11890211,11890861
3252,11890147,11890285
3253,11890409,11891810
3254,11891341,11892183
3255,11890249,11890541
3256,11890127,11890329
3257,11890192,11890415
3258,11890221,11890579
3259,11890440,11907111
3260,11890273,11890591
3261,11890312,11890601
3262,11889645,11890282
3263,11892195,11907093
3264,11890089,11890576
3265,11890158,11891322
3266,11890118,11890475
3267,11890775,11891325
3268,11890453,11892003
3269,11890251,11890659
3270,11891082,11891758
3271,11890082,11890200
3272,11889652,11890072
3273,11890172,11892214
3274,11889684,11890484
3275,11890460,11890670
3276,11891730,11892054
3277,11890106,11890363
3278,11890468,11892079
3279,11890102,11891245
3280,11890132,11890741
3281,11890740,11892003
3282,11890122,11891082
3283,11890820,11892169
3284,11890166,11890477
3285,11890609,11891981
3286,11890323,11890690
3287,11890192,11907133
3288,11890416,11890837
3289,11890390,11892208
3290,11890058,11891143
3291,11890468,11891007
3292,11889645,11890402
3293,11890166,11890920
3294,11890183,11891787
3295,11889688,11890123
3296,11891153,11891181
3297,11891153,11892214
3298,11890328,11890417
3299,11889649,11890687
3300,11890121,11907171
3301,11890168,11890334
3302,11890378,11890427
3303,11890219,11890868
3304,11889684,11891110
3305,11890226,11890730
3306,11890129,11890690
3307,11890216,11890612
3308,11890428,11890945
3309,11890406,11890407
3310,11890430,11890861
3311,11889688,11890861
3312,11890183,11890607
3313,11890368,11890655
3314,11890220,11890511
3315,11890545,11890557
3316,11890210,11891797
3317,11889643,11890423
3318,11890339,11891274
3319,11890523,11907431
3320,11890223,11890308
3321,11890149,11890237
3322,11889645,11891020
3323,11890415,11890495
3324,11890390,11907116
3325,11890545,11891793
3326,11890220,11890967
3327,11890477,11890659
3328,11890059,11890545
3329,11890121,11890701
3330,11889718,11891206
3331,11891216,11891341
3332,11890289,11890460
3333,11890063,11890484
3334,11890261,11890697
3335,11890378,11891218
3336,11890183,11890259
3337,11890433,11890919
3338,11890376,11890539
3339,11890105,11891034
3340,11890096,11891100
3341,11890536,11891762
3342,11890883,11891770
3343,11890097,11890678
3344,11890879,11892022
3345,11891082,11891270
3346,11890227,11890565
3347,11890652,11890697
3348,11890134,11891038
3349,11890256,11890306
3350,11890249,11891981
3351,11890394,11891314
3352,11890308,11890965
3353,11890454,11891216
3354,11890510,11890887
3355,11890365,11890720
3356,11890147,11890475
3357,11889649,11891028
3358,11890265,11891268
3359,11890453,11891134
3360,11890453,11891727
3361,11889684,11890200
3362,11890121,11892022
3363,11890068,11890320
3364,11890059,11890385
3365,11890323,11890685
3366,11890204,11890617
3367,11890099,11907112
3368,11890302,11891228
3369,11890107,11890484
3370,11889688,11890146
3371,11890088,11891115
3372,11890518,11891020
3373,11890454,11892208
3374,11890900,11891110
3375,11890502,11891060
3376,11890251,11890801
3377,11890068,11890146
3378,11890607,11891158
3379,11890365,11892037
3380,11890193,11890229
3381,11889643,11890204
3382,11890453,11890858
3383,11890812,11891973
3384,11889651,11890820
3385,11890879,11892224
3386,11890251,11890407
3387,11889651,11890323
3388,11890118,11890334
3389,11889654,11890855
3390,11890656,11890694
3391,11890468,11890545
3392,11890172,11890539
3393,11890475,11891173
3394,11890675,11892213
3395,11890065,11890709
3396,11890271,11890745
3397,11890295,11890789
3398,11890652,11891153
3399,11890277,11890699
3400,11907098,11907171
3401,11890734,11890811
3402,11890285,11890945
3403,11890406,11890821
3404,11890523,11890923
3405,11890256,11890587
3406,11890255,11890669
3407,11890545,11891100
3408,11890243,11890579
3409,11890204,11890541
3410,11890251,11890740
3411,11890156,11890987
3412,11890539,11890678
3413,11890096,11890402
3414,11890106,11890898
3415,11890089,11890945
3416,11890883,11891322
3417,11890361,11890770
3418,11890259,11890289
3419,11890378,11890432
3420,11890687,11907136
3421,11890117,11892065
3422,11891034,11892022
3423,11890678,11890869
3424,11890204,11891770
3425,11890724,11892037
3426,11890303,11890374
3427,11890277,11890567
3428,11890101,11890114
3429,11890579,11890992
3430,11890495,11890744
3431,11891322,11892163
3432,11890121,11890204
3433,11889688,11890731
3434,11890363,11890855
3435,11890468,11890669
3436,11889688,11890289
3437,11890548,11890619
3438,11890173,11890864
3439,11890902,11891249
3440,11890189,11890907
3441,11890346,11892195
3442,11890669,11891140
3443,11890072,11890107
3444,11890576,11890784
3445,11890586,11890724
3446,11890417,11890965
3447,11890091,11890113
3448,11889652,11890501
3449,11890730,11890920
3450,11890775,11890923
3451,11890709,11907098
3452,11890163,11890437
3453,11890879,11891274
3454,11890821,11891173
3455,11890118,11890789
3456,11890094,11890920
3457,11890366,11890770
3458,11890923,11890997
3459,11890697,11891147
3460,11889652,11890870
3461,11890641,11891034
3462,11890240,11891231
3463,11890541,11890879
3464,11890402,11891322
3465,11890558,11891134
3466,11890495,11892024
3467,11890858,11890920
3468,11890151,11891231
3469,11892037,11907093
3470,11890146,11891030
3471,11890219,11890923
3472,11891008,11907116
3473,11890157,11907116
3474,11890887,11891028
3475,11890079,11890945
3476,11890157,11890255
3477,11890741,11890942
3478,11890607,11890750
3479,11890117,11890612
3480,11890155,11891228
3481,11890117,11890173
3482,11891280,11892183
3483,11890221,11890960
3484,11890334,11890960
3485,11890156,11890617
3486,11890394,11890540
3487,11890088,11890848
3488,11890432,11891080
3489,11890329,11890428
3490,11890923,11891335
3491,11889646,11890789
3492,11890209,11907111
3493,11890767,11892054
3494,11890279,11890427
3495,11890389,11892250
3496,11890510,11890694
3497,11890210,11890437
3498,11890143,11907152
3499,11890154,11890731
3500,11890058,11891228
3501,11890820,11891134
3502,11890720,11890821
3503,11890205,11891198
3504,11890114,11891038
3505,11890844,11891280
3506,11890108,11892178
3507,11890418,11891002
3508,11890287,11890416
3509,11890119,11890673
3510,11890700,11890741
3511,11890163,11890753
3512,11890223,11890898
3513,11890319,11890457
3514,11891147,11891245
3515,11890423,11890612
3516,11890696,11890850
3517,11889688,11890536
3518,11890219,11890402
3519,11891136,11891941
3520,11890113,11891100
3521,11890327,11891926
3522,11890168,11890433
3523,11890598,11891002
3524,11890418,11890501
3525,11891030,11891314
3526,11890437,11890967
3527,11890198,11890365
3528,11890182,11890327
3529,11890148,11890273
3530,11890995,11891153
3531,11889718,11890946
3532,11890134,11891060
3533,11890279,11890351
3534,11890100,11890700
3535,11890261,11890978
3536,11890228,11890740
3537,11890172,11891997
3538,11890271,11890991
3539,11890198,11890285
3540,11890099,11890109
3541,11890143,11890879
3542,11890273,11890334
3543,11890271,11890598
3544,11890366,11891268
3545,11890146,11891341
3546,11890174,11891810
3547,11890273,11890337
3548,11890811,11890874
3549,11890310,11890545
3550,11890214,11890673
3551,11889649,11890106
3552,11890154,11891726
3553,11890883,11891002
3554,11891198,11892201
3555,11890696,11892037
3556,11889649,11891094
3557,11890108,11890402
3558,11890223,11891249
3559,11890223,11890313
3560,11890617,11891007
3561,11890864,11891025
3562,11890382,11890406
3563,11889643,11890920
3564,11890848,11890967
3565,11890855,11891279
3566,11890163,11890685
3567,11890363,11890858
3568,11890108,11890126
3569,11891047,11892054
3570,11890396,11890652
3571,11890143,11890697
3572,11890892,11891279
3573,11890251,11891793
3574,11890510,11890696
3575,11891961,11892182
3576,11890251,11890523
3577,11890209,11891187
3578,11890956,11891158
3579,11890382,11907152
3580,11890310,11890864
3581,11890374,11890971
3582,11890454,11890987
3583,11890157,11890675
3584,11890099,11890323
3585,11890502,11890945
3586,11890228,11890997
3587,11890342,11890591
3588,11891267,11891997
3589,11890900,11892003
3590,11890251,11891216
3591,11890366,11890549
3592,11891198,11892065
3593,11890229,11891028
3594,11890064,11890240
3595,11889645,11890575
3596,11890256,11891280
3597,11890122,11890328
3598,11891187,11892194
3599,11890142,11890470
3600,11890109,11890259
3601,11890237,11890365
3602,11890454,11891267
3603,11890210,11890363
3604,11891731,11891961
3605,11890858,11891981
3606,11890157,11890548
3607,11890694,11890898
3608,11890902,11891732
3609,11890960,11890997
3610,11890091,11890919
3611,11890226,11890898
3612,11890119,11890156
3613,11890329,11890371
3614,11891337,11891725
3615,11890730,11890820
3616,11890244,11891228
3617,11890367,11890750
3618,11889643,11891325
3619,11890167,11890567
3620,11890099,11890422
3621,11890879,11892178
3622,11890422,11890960
3623,11890477,11892224
3624,11890495,11890814
3625,11890490,11891777
3626,11890201,11890418
3627,11890220,11890400
3628,11890346,11891797
3629,11890192,11891797
3630,11890174,11890770
3631,11890132,11890214
3632,11890224,11890887
3633,11890987,11891007
3634,11890146,11890468
3635,11890919,11891322
3636,11890314,11890327
3637,11890898,11891732
3638,11890285,11890673
3639,11890200,11890670
3640,11890382,11891030
3641,11890159,11890166
3642,11890074,11890256
3643,11890367,11890433
3644,11889688,11890149
3645,11890510,11891274
3646,11890385,11907118
3647,11890300,11892163
3648,11890635,11907093
3649,11890074,11890150
3650,11890177,11890402
3651,11889646,11890204
3652,11890075,11890211
3653,11890200,11890601
3654,11890118,11890821
3655,11890312,11890812
3656,11890540,11891337
3657,11889652,11891941
3658,11890861,11907118
3659,11890734,11890883
3660,11890368,11891187
3661,11890675,11891181
3662,11890618,11891082
3663,11890091,11890154
3664,11890127,11890887
3665,11891268,11892065
3666,11890919,11891973
3667,11890457,11890477
3668,11890351,11890536
3669,11890198,11890730
3670,11890945,11891341
3671,11890183,11891973
3672,11890909,11891153
3673,11891270,11891997
3674,11890101,11890814
3675,11890406,11890427
3676,11890351,11892250
3677,11890198,11891231
3678,11890273,11890858
3679,11890240,11890696
3680,11891020,11892024
3681,11890811,11891249
3682,11890228,11890575
3683,11890685,11890784
3684,11890330,11890440
3685,11889649,11891030
3686,11891002,11891143
3687,11890223,11891127
3688,11891322,11892067
3689,11890197,11890548
3690,11890402,11890502
3691,11890062,11890850
3692,11890342,11907111
3693,11890540,11890678
3694,11890127,11890540
3695,11890753,11891024
3696,11890229,11892214
3697,11890861,11907111
3698,11890400,11890945
3699,11890106,11890992
3700,11891140,11891742
3701,11890696,11891961
3702,11890279,11890855
3703,11890102,11890565
3704,11890855,11892208
3705,11890673,11890745
3706,11890422,11890539
3707,11890744,11892037
3708,11890197,11890587
3709,11890117,11891218
3710,11890720,11891270
3711,11890879,11892182
3712,11890430,11891956
3713,11890068,11891810
3714,11890523,11890983
3715,11890271,11890369
3716,11890635,11890701
3717,11890211,11890453
3718,11890227,11890237
3719,11890805,11891212
3720,11890495,11890699
3721,11890287,11890811
3722,11890113,11890844
3723,11890869,11891008
3724,11890524,11890784
3725,11891024,11891187
3726,11891007,11891261
3727,11890673,11907133
3728,11891270,11892067
3729,11890510,11891770
3730,11890477,11890495
3731,11890966,11907116
3732,11890892,11890995
3733,11890126,11890522
3734,11890154,11890673
3735,11890478,11891981
3736,11891038,11907098
3737,11890059,11892195
3738,11890150,11891100
3739,11890167,11890850
3740,11890166,11890330
3741,11889645,11890558
3742,11890437,11890865
3743,11890385,11890694
3744,11890210,11890255
3745,11890146,11890300
3746,11890265,11891280
3747,11890705,11907093
3748,11890415,11890520
3749,11890966,11891732
3750,11890126,11891134
3751,11890099,11890978
3752,11890327,11890453
3753,11890111,11890898
3754,11890573,11890797
3755,11890468,11892224
3756,11890175,11890240
3757,11890306,11890892
3758,11889684,11890887
3759,11890299,11890699
3760,11890079,11892067
3761,11890219,11890510
3762,11890468,11890575
3763,11890159,11891335
3764,11890520,11890576
3765,11890114,11890265
3766,11890407,11892250
3767,11890064,11890612
3768,11890300,11890579
3769,11890730,11890858
3770,11890072,11892205
3771,11890198,11890501
3772,11890159,11890418
3773,11890132,11891002
3774,11890118,11890229
3775,11890549,11907178
3776,11890674,11890966
3777,11890261,11890609
3778,11890495,11890700
3779,11891136,11892079
3780,11890428,11890541
3781,11890256,11890696
3782,11890351,11890490
3783,11890573,11891730
3784,11891727,11892201
3785,11890673,11890675
3786,11890146,11890271
3787,11890565,11891086
3788,11890374,11890784
3789,11890313,11891039
3790,11890126,11891981
3791,11890272,11890289
3792,11890058,11890864
3793,11890209,11890848
3794,11890082,11890545
3795,11890482,11891270
3796,11890108,11890422
3797,11890709,11907136
3798,11891011,11891181
3799,11890427,11890668
3800,11890253,11890329
3801,11890197,11891127
3802,11890118,11890864
3803,11890579,11890784
3804,11891279,11891777
3805,11890697,11891047
3806,11890473,11891762
3807,11890160,11890177
3808,11890106,11890111
3809,11890314,11890366
3810,11890310,11890674
3811,11890111,11891337
3812,11890300,11890314
3813,11891314,11891341
3814,11890468,11891228
3815,11890541,11892224
3816,11890062,11890245
3817,11890945,11891216
3818,11890342,11890864
3819,11890121,11907098
3820,11890437,11907111
3821,11890946,11891206
3822,11890313,11890490
3823,11890423,11890960
3824,11890306,11890354
3825,11890215,11890848
3826,11890194,11890520
3827,11890163,11890394
3828,11890074,11890432
3829,11890119,11890272
3830,11890143,11891100
3831,11890298,11890959
3832,11890330,11892045
3833,11891024,11891314
3834,11890864,11891136
3835,11890415,11890552
3836,11890096,11890417
3837,11889684,11890724
3838,11890210,11890484
3839,11890154,11890848
3840,11890185,11890705
3841,11890271,11891024
3842,11890147,11890919
3843,11890121,11891322
3844,11889718,11890920
3845,11890477,11891110
3846,11890552,11891973
3847,11890149,11890227
3848,11890804,11907431
3849,11890406,11890850
3850,11890157,11890909
3851,11890173,11890324
3852,11890223,11890251
3853,11890214,11890804
3854,11890329,11890946
3855,11890396,11892003
3856,11890193,11891314
3857,11890346,11890861
3858,11890306,11890598
3859,11890433,11890864
3860,11890122,11890271
3861,11890518,11892205
3862,11891080,11892208
3863,11890155,11890641
3864,11890879,11891187
3865,11890685,11890995
3866,11890189,11892201
3867,11890159,11890678
3868,11890096,11890617
3869,11890091,11890259
3870,11890705,11890987
3871,11890565,11891314
3872,11890700,11891727
3873,11890699,11891731
3874,11890389,11890960
3875,11890775,11891181
3876,11890243,11890557
3877,11890433,11890536
3878,11890077,11890857
3879,11890072,11890096
3880,11890990,11891034
3881,11890227,11907152
3882,11890612,11890898
3883,11890539,11891797
3884,11890669,11890902
3885,11890678,11892195
3886,11890166,11907098
3887,11890440,11890965
3888,11890154,11890255
3889,11890992,11891008
3890,11890171,11890484
3891,11890330,11890437
3892,11890308,11890870
3893,11890477,11890837
3894,11890673,11907116
3895,11890396,11890669
3896,11889643,11891007
3897,11890376,11891030
3898,11890192,11890265
3899,11890312,11890619
3900,11890313,11890430
3901,11890249,11890910
3902,11890690,11907093
3903,11889644,11892051
3904,11890113,11891267
3905,11890539,11892065
3906,11890078,11892201
3907,11890406,11891060
3908,11890942,11891322
3909,11890366,11890522
3910,11890109,11891198
3911,11891187,11891966
3912,11890180,11890801
3913,11890091,11891777
3914,11890075,11892022
3915,11890432,11890601
3916,11890157,11890539
3917,11890205,11890211
3918,11890147,11891725
3919,11890400,11890669
3920,11890277,11890659
3921,11889646,11890251
3922,11890166,11890272
3923,11889644,11890609
3924,11890171,11891212
3925,11890074,11890687
3926,11890540,11891269
3927,11890228,11890879
3928,11890511,11890619
3929,11890119,11891028
3930,11890887,11890992
3931,11890058,11891961
3932,11890134,11890861
3933,11890101,11890745
3934,11890062,11892065
3935,11890382,11890971
3936,11890437,11891216
3937,11889665,11907178
3938,11891181,11891997
3939,11890120,11890967
3940,11890272,11890573
3941,11890371,11890965
3942,11890149,11891030
3943,11890617,11890675
3944,11890920,11891187
3945,11889688,11890120
3946,11890848,11890850
3947,11890678,11890705
3948,11890156,11890346
3949,11890541,11891810
3950,11890656,11890670
3951,11890511,11890668
3952,11890770,11890820
3953,11890328,11890983
3954,11890365,11890707
3955,11890197,11892213
3956,11891758,11892182
3957,11890150,11891147
3958,11890065,11890197
3959,11890674,11891966
3960,11890099,11890510
3961,11890102,11891322
3962,11890329,11890385
3963,11890193,11890690
3964,11890063,11890850
3965,11891039,11892022
3966,11890575,11890945
3967,11890113,11890576
3968,11891269,11892214
3969,11890079,11890351
3970,11890365,11890673
3971,11890548,11891245
3972,11890111,11890183
3973,11890529,11890767
3974,11890685,11890864
3975,11890675,11891726
3976,11890598,11890874
3977,11890366,11890685
3978,11890119,11891941
3979,11890154,11890313
3980,11890205,11890789
3981,11890122,11890324
3982,11890323,11890959
3983,11890191,11891961
3984,11890180,11890697
3985,11890158,11891187
3986,11890129,11891024
3987,11890363,11890966
3988,11890072,11890428
3989,11890106,11892183
3990,11890072,11890990
3991,11890192,11892214
3992,11890089,11890256
3993,11891115,11907116
3994,11890453,11907431
3995,11890125,11891970
3996,11890171,11890870
3997,11890734,11891127
3998,11890430,11890539
3999,11890150,11890647
4000,11890371,11891231
4001,11890390,11890578
4002,11890289,11890770
4003,11890805,11890868
4004,11892172,11892250
4005,11890367,11890731
4006,11890887,11890910
4007,11889644,11890945
4008,11891038,11891268
