,participant_A,participant_B
8587,11890453,11907112
8588,11891762,11892195
8589,11889718,11890647
8590,11890744,11891028
8591,11890745,11892224
8592,11890099,11890102
8593,11891997,11892067
8594,11890601,11890900
8595,11890354,11891793
8596,11890180,11890312
8597,11890601,11890730
8598,11890767,11891110
8599,11890801,11890909
8600,11891136,11891147
8601,11890113,11891047
8602,11890074,11890510
8603,11890221,11890385
8604,11890105,11890850
8605,11890861,11891981
8606,11890478,11890552
8607,11890284,11890956
8608,11890520,11891140
8609,11890209,11890437
8610,11890342,11890652
8611,11889684,11891060
8612,11890219,11890233
8613,11890374,11892213
8614,11889652,11891249
8615,11890641,11892045
8616,11890511,11890749
8617,11890409,11891770
8618,11890789,11890991
8619,11890277,11890619
8620,11890675,11891206
8621,11890887,11891314
8622,11890696,11890858
8623,11890219,11891218
8624,11890059,11891218
8625,11890423,11890770
8626,11890143,11890820
8627,11890102,11890749
8628,11890151,11890329
8629,11890245,11890898
8630,11890400,11891314
8631,11889650,11890652
8632,11890078,11890175
8633,11889649,11890691
8634,11890549,11890567
8635,11890099,11891731
8636,11891153,11891810
8637,11890182,11890223
8638,11890578,11891314
8639,11890142,11890223
8640,11890652,11890811
8641,11890163,11890330
8642,11890132,11890960
8643,11890062,11890084
8644,11890299,11890874
8645,11889650,11890063
8646,11890478,11891007
8647,11890598,11891793
8648,11890398,11891082
8649,11890659,11890900
8650,11890192,11890233
8651,11890157,11890707
8652,11890113,11890510
8653,11890265,11890285
8654,11890784,11891725
8655,11890089,11890215
8656,11892067,11907178
8657,11890075,11890400
8658,11891047,11891341
8659,11890155,11890635
8660,11890319,11890919
8661,11890731,11891956
8662,11889652,11890245
8663,11890501,11891335
8664,11890282,11892250
8665,11890328,11890586
8666,11890191,11890946
8667,11890255,11892037
8668,11890586,11890910
8669,11890282,11890659
8670,11890282,11890740
8671,11890106,11890902
8672,11890409,11891268
8673,11890635,11891011
8674,11890295,11892178
8675,11890099,11890156
8676,11890378,11892003
8677,11890484,11907089
8678,11890149,11890959
8679,11890389,11890909
8680,11890495,11907136
8681,11889665,11890674
8682,11890224,11890579
8683,11890146,11891024
8684,11890059,11891060
8685,11890229,11892037
8686,11890887,11891203
8687,11890078,11890946
8688,11890159,11890437
8689,11890127,11890385
8690,11890720,11907118
8691,11890709,11907093
8692,11890374,11891153
8693,11890064,11890284
8694,11891039,11891956
8695,11890058,11890320
8696,11890096,11890366
8697,11890227,11890407
8698,11890475,11890855
8699,11890065,11890150
8700,11890302,11891341
8701,11890598,11892172
8702,11890892,11890945
8703,11890396,11890956
8704,11890211,11891970
8705,11890183,11890394
8706,11890422,11890966
8707,11890855,11890868
8708,11890346,11891011
8709,11890177,11892037
8710,11890685,11891153
8711,11890149,11891100
8712,11890495,11891777
8713,11889644,11890285
8714,11891944,11892172
8715,11890669,11892079
8716,11890154,11890740
8717,11890868,11907152
8718,11890088,11891759
8719,11890223,11890545
8720,11890075,11890154
8721,11890374,11891100
8722,11890274,11890870
8723,11890945,11907431
8724,11890578,11890923
8725,11891007,11891797
8726,11890150,11892205
8727,11890700,11890967
8728,11890378,11891143
8729,11890691,11890971
8730,11890256,11891134
8731,11890193,11890484
8732,11890279,11890389
8733,11890821,11907118
8734,11890229,11891218
8735,11890062,11890907
8736,11890312,11890323
8737,11890117,11890437
8738,11890295,11890548
8739,11890079,11890670
8740,11890398,11890457
8741,11890096,11890143
8742,11890142,11890168
8743,11891011,11891115
8744,11890192,11890422
8745,11890687,11892024
8746,11891080,11891198
8747,11890160,11890698
8748,11891335,11891793
8749,11889649,11890068
8750,11890573,11890837
8751,11890123,11907112
8752,11890734,11891047
8753,11890339,11890864
8754,11891039,11907431
8755,11890114,11890656
8756,11890820,11890900
8757,11889650,11891787
8758,11891080,11891261
8759,11890573,11890858
8760,11890253,11892178
8761,11890669,11891280
8762,11890261,11891742
8763,11890064,11907152
8764,11890064,11891039
8765,11890219,11890374
8766,11890987,11892208
8767,11890869,11907171
8768,11890251,11890256
8769,11890870,11891231
8770,11890101,11890117
8771,11890215,11890669
8772,11890942,11891777
8773,11890159,11891261
8774,11890221,11892037
8775,11890363,11890382
8776,11890378,11891314
8777,11890117,11890945
8778,11890302,11891941
8779,11890118,11890120
8780,11890144,11890524
8781,11890440,11890805
8782,11890106,11890454
8783,11889684,11890745
8784,11890200,11890575
8785,11890099,11890609
8786,11890581,11890995
8787,11891725,11891777
8788,11890192,11891216
8789,11890078,11890673
8790,11890548,11907089
8791,11890557,11891762
8792,11890300,11890478
8793,11890142,11891325
8794,11890096,11890120
8795,11890243,11890539
8796,11892169,11907112
8797,11890125,11891270
8798,11890477,11891143
8799,11890064,11890216
8800,11890058,11890678
8801,11890079,11890197
8802,11890312,11892250
8803,11890271,11890398
8804,11890240,11907109
8805,11890655,11891787
8806,11889643,11890243
8807,11890789,11890971
8808,11890086,11890673
8809,11890753,11891203
8810,11890099,11891973
8811,11890269,11907171
8812,11890201,11890433
8813,11891082,11891970
8814,11890117,11890855
8815,11890576,11891030
8816,11890992,11907133
8817,11890201,11907136
8818,11890172,11890300
8819,11890870,11892045
8820,11890200,11891218
8821,11890180,11890659
8822,11890511,11890587
8823,11890454,11890656
8824,11890470,11892250
8825,11890971,11891231
8826,11890540,11890814
8827,11890868,11907111
8828,11890150,11907431
8829,11890870,11891110
8830,11890277,11890453
8831,11891082,11892201
8832,11890709,11890923
8833,11890484,11890598
8834,11890219,11890942
8835,11889684,11890923
8836,11890089,11890277
8837,11890198,11892045
8838,11890117,11891777
8839,11889654,11890122
8840,11890324,11907136
8841,11890346,11892051
8842,11890339,11890549
8843,11890337,11890731
8844,11890313,11891725
8845,11890821,11891322
8846,11890454,11907152
8847,11890233,11890295
8848,11890923,11892182
8849,11890086,11891973
8850,11890122,11891730
8851,11890753,11891030
8852,11890192,11891797
8853,11890415,11892194
8854,11890284,11890319
8855,11890233,11890745
8856,11890539,11891181
8857,11890576,11891007
8858,11890168,11892067
8859,11890147,11890647
8860,11890210,11891793
8861,11890154,11890669
8862,11890971,11891025
8863,11891787,11891966
8864,11890174,11892213
8865,11890113,11891997
8866,11890158,11890300
8867,11890233,11890709
8868,11890327,11890339
8869,11890177,11891228
8870,11890147,11890300
8871,11890074,11890134
8872,11891231,11907089
8873,11891762,11907109
8874,11890204,11890284
8875,11890201,11890920
8876,11890132,11890750
8877,11890820,11890910
8878,11891086,11891270
8879,11890129,11890902
8880,11890189,11890609
8881,11890468,11890647
8882,11890673,11892201
8883,11890342,11891008
8884,11890105,11890697
8885,11890669,11891212
8886,11890394,11890402
8887,11889665,11890062
8888,11889649,11890992
8889,11890437,11892045
8890,11890295,11891140
8891,11890078,11891322
8892,11890196,11890814
8893,11891080,11891973
8894,11890146,11890789
8895,11890183,11890314
8896,11890271,11891787
8897,11889688,11891136
8898,11890215,11892250
8899,11890545,11890837
8900,11890160,11907178
8901,11890308,11891944
8902,11890198,11890259
8903,11890694,11891115
8904,11890173,11907133
8905,11890074,11890850
8906,11890118,11890552
8907,11890524,11891025
8908,11890074,11890086
8909,11890155,11891060
8910,11890273,11907109
8911,11891034,11891770
8912,11890148,11890523
8913,11890697,11890850
8914,11890113,11890655
8915,11890966,11907152
8916,11890149,11890619
8917,11890910,11891793
8918,11890262,11890870
8919,11890655,11892201
8920,11890607,11891024
8921,11890094,11890216
8922,11890368,11890473
8923,11889652,11891203
8924,11890100,11890565
8925,11890064,11890874
8926,11890284,11890601
8927,11890394,11891020
8928,11890997,11891245
8929,11890685,11890850
8930,11890371,11891797
8931,11890058,11890960
8932,11890163,11891060
8933,11890214,11890942
8934,11890402,11890548
8935,11890598,11890821
8936,11890156,11890529
8937,11890094,11907152
8938,11890209,11890724
8939,11890594,11891249
8940,11892183,11907171
8941,11890394,11892067
8942,11890166,11890617
8943,11891153,11891725
8944,11890573,11891143
8945,11890163,11890433
8946,11890284,11890365
8947,11890111,11890334
8948,11890118,11890529
8949,11890945,11892022
8950,11890221,11892224
8951,11890065,11890750
8952,11890099,11891086
8953,11890144,11890191
8954,11890522,11891322
8955,11890233,11890518
8956,11890120,11890406
8957,11890111,11907089
8958,11890668,11891231
8959,11889651,11890271
8960,11890078,11892003
8961,11890594,11891030
8962,11890064,11891216
8963,11890126,11891966
8964,11890696,11890814
8965,11890127,11890240
8966,11890978,11891080
8967,11890484,11890900
8968,11890361,11891322
8969,11890529,11890565
8970,11890324,11890406
8971,11890946,11891181
8972,11890437,11890557
8973,11890129,11890767
8974,11891322,11892205
8975,11891198,11892208
8976,11889665,11890287
8977,11890150,11890995
8978,11891926,11892172
8979,11890567,11891127
8980,11889651,11891147
8981,11890220,11890529
8982,11891216,11907089
8983,11890652,11891086
8984,11890409,11890524
8985,11890094,11890328
8986,11890457,11891981
8987,11890079,11890730
8988,11890495,11891212
8989,11891245,11907431
8990,11890541,11891060
8991,11890396,11890678
8992,11890363,11890887
8993,11890907,11907136
8994,11890428,11891094
8995,11890189,11890945
8996,11889651,11890647
8997,11890539,11891228
8998,11890262,11891742
8999,11892054,11892079
9000,11890261,11891314
9001,11890865,11891770
9002,11890245,11891140
9003,11890380,11891261
9004,11890109,11890418
9005,11890194,11890691
9006,11891147,11891267
9007,11890433,11891115
9008,11890227,11907136
9009,11891011,11891732
9010,11890457,11890656
9011,11890193,11891086
9012,11891038,11892178
9013,11890490,11891206
9014,11890883,11891231
9015,11892250,11907098
9016,11890192,11892183
9017,11890111,11890121
9018,11890114,11891770
9019,11890482,11891268
9020,11890578,11891134
9021,11890376,11890821
9022,11890887,11892208
9023,11890171,11890398
9024,11890084,11891147
9025,11890063,11890113
9026,11890194,11891926
9027,11890099,11890460
9028,11890478,11890668
9029,11890125,11890313
9030,11890369,11890382
9031,11890299,11890433
9032,11890965,11907152
9033,11890380,11890520
9034,11890351,11891759
9035,11890453,11891732
9036,11890058,11890991
9037,11890369,11890557
9038,11890995,11907111
9039,11890674,11892213
9040,11890118,11891759
9041,11890323,11891280
9042,11890601,11891100
9043,11890302,11890811
9044,11890132,11890198
9045,11890251,11891335
9046,11890673,11890749
9047,11890215,11890674
9048,11890545,11890617
9049,11890365,11891335
9050,11890705,11892054
9051,11890065,11891173
9052,11890308,11890965
9053,11890078,11891777
9054,11891727,11907136
9055,11890594,11890812
9056,11890221,11890342
9057,11890223,11891110
9058,11890251,11890745
9059,11890189,11891770
9060,11890390,11891181
9061,11890302,11891762
9062,11890077,11890094
9063,11890244,11891956
9064,11889688,11891777
9065,11890870,11890909
9066,11890269,11890409
9067,11890068,11890753
9068,11890300,11890409
9069,11890194,11890821
9070,11890354,11890946
9071,11890327,11890354
9072,11890330,11907098
9073,11890150,11890249
9074,11890422,11890432
9075,11890200,11891094
9076,11891002,11891322
9077,11890586,11891140
9078,11890102,11892214
9079,11890119,11891322
9080,11890142,11890495
9081,11890274,11907133
9082,11890182,11890545
9083,11890106,11891231
9084,11890351,11890586
9085,11890077,11890423
9086,11890700,11891020
9087,11890105,11891726
9088,11890273,11890923
9089,11890587,11892024
9090,11890159,11890811
9091,11890197,11890700
9092,11890143,11890223
9093,11890303,11890801
9094,11890063,11890552
9095,11890100,11890407
9096,11890567,11891140
9097,11890797,11891249
9098,11890865,11891082
9099,11890273,11890814
9100,11890670,11891787
9101,11890331,11891335
9102,11890416,11890598
9103,11891136,11891797
9104,11891261,11891997
9105,11890298,11891115
9106,11890259,11891216
9107,11890149,11892250
9108,11890750,11892250
9109,11890477,11891086
9110,11890868,11891082
9111,11890249,11890427
9112,11890374,11892208
9113,11890205,11890468
9114,11890378,11890864
9115,11890279,11890987
9116,11890468,11890879
9117,11890249,11891335
9118,11890942,11907098
9119,11890096,11891926
9120,11890298,11890460
9121,11890078,11890259
9122,11890618,11890789
9123,11890120,11890575
9124,11890129,11891134
9125,11890189,11890601
9126,11890541,11892208
9127,11890091,11891787
9128,11889645,11891080
9129,11890150,11890675
9130,11890269,11890366
9131,11890214,11892163
9132,11890468,11891274
9133,11890282,11891961
9134,11890183,11890185
9135,11890892,11907178
9136,11890172,11890874
9137,11891115,11891158
9138,11890198,11892182
9139,11890158,11890635
9140,11890971,11890991
9141,11890174,11890197
9142,11890678,11891341
9143,11890363,11891787
9144,11890501,11907111
9145,11890805,11891060
9146,11890323,11890601
9147,11890956,11891020
9148,11890216,11890919
9149,11890427,11907171
9150,11890656,11892208
9151,11890062,11890272
9152,11890226,11891206
9153,11889665,11890334
9154,11890402,11890406
9155,11890279,11891086
9156,11890174,11891047
9157,11890406,11890902
9158,11890416,11890669
9159,11890457,11891158
9160,11890310,11890361
9161,11890191,11907116
9162,11890687,11890701
9163,11890159,11890277
9164,11890329,11891725
9165,11890552,11890923
9166,11890142,11890805
9167,11890273,11891024
9168,11889718,11890668
9169,11890374,11890598
9170,11891024,11891212
9171,11890227,11890502
9172,11890228,11890282
9173,11890495,11890573
9174,11890134,11890146
9175,11890271,11890282
9176,11890086,11890956
9177,11890978,11891228
9178,11890102,11890674
9179,11890398,11891024
9180,11890117,11890820
9181,11890475,11890960
9182,11891956,11907178
9183,11890287,11892250
9184,11890609,11890959
9185,11890919,11891020
9186,11890339,11907093
9187,11889650,11890148
9188,11890279,11890552
9189,11890064,11891115
9190,11890194,11907112
9191,11890097,11890100
9192,11890295,11891082
9193,11890063,11892183
9194,11890167,11891002
9195,11890705,11907136
9196,11890253,11891206
9197,11890226,11890323
9198,11891732,11907109
9199,11890400,11890607
9200,11890820,11891810
9201,11890272,11891269
9202,11890991,11891727
9203,11890193,11891341
9204,11890659,11891249
9205,11890380,11890406
9206,11889665,11890573
9207,11890740,11891143
9208,11890118,11907152
9209,11890389,11890591
9210,11890870,11892183
9211,11890101,11891249
9212,11890422,11890956
9213,11890673,11891944
9214,11890101,11890144
9215,11890855,11890987
9216,11890097,11890545
9217,11890376,11890541
9218,11890125,11890192
9219,11890121,11890382
9220,11890078,11890097
9221,11890210,11890409
9222,11890300,11890687
9223,11890366,11891094
9224,11890219,11890567
9225,11890656,11891941
9226,11890123,11892201
9227,11890536,11890656
9228,11890210,11890220
9229,11890096,11890900
9230,11890196,11890724
9231,11890228,11890361
9232,11890072,11890215
9233,11890284,11890511
9234,11890501,11891280
9235,11890132,11890909
9236,11890058,11890720
9237,11890198,11890699
9238,11890437,11890870
9239,11890147,11890319
9240,11890074,11890601
9241,11890237,11891956
9242,11890261,11890812
9243,11890097,11891039
9244,11890437,11891134
9245,11890565,11891731
9246,11890354,11890374
9247,11890694,11891973
9248,11890398,11890400
9249,11890144,11890428
9250,11890814,11891787
9251,11890107,11891335
9252,11890334,11890753
9253,11891025,11891731
9254,11890271,11890740
9255,11890086,11890598
9256,11890193,11890274
9257,11890987,11891206
9258,11890249,11890272
9259,11890226,11890385
9260,11890510,11891030
9261,11890520,11891730
9262,11890147,11890273
9263,11890541,11890978
9264,11890174,11891997
9265,11890094,11890495
9266,11890522,11891028
9267,11890454,11891337
9268,11890078,11890701
9269,11890541,11890581
9270,11889643,11892178
9271,11890107,11891961
9272,11890700,11891206
9273,11890306,11890705
9274,11890063,11890423
9275,11890647,11892024
9276,11890320,11890407
9277,11890529,11890855
9278,11890398,11890617
9279,11890731,11891762
9280,11890221,11890539
9281,11890617,11892201
9282,11890269,11890303
9283,11890200,11891732
9284,11890210,11890857
9285,11890079,11890279
9286,11890313,11890433
9287,11890797,11891110
9288,11890495,11890619
9289,11890273,11890342
9290,11890402,11907116
9291,11890337,11890475
9292,11890151,11890991
9293,11890244,11890548
9294,11889665,11890635
9295,11890166,11890539
9296,11890200,11890991
9297,11890129,11890173
9298,11890072,11890074
9299,11890154,11890656
9300,11890529,11890812
9301,11890163,11892172
9302,11890415,11890696
9303,11891245,11891966
9304,11890120,11891100
9305,11890120,11890210
9306,11890111,11891028
9307,11889643,11890997
9308,11890956,11891216
9309,11890227,11890277
9310,11890365,11890635
9311,11890368,11891956
9312,11890062,11890149
9313,11890132,11890573
9314,11890303,11890540
9315,11890197,11891274
9316,11890313,11891245
9317,11890259,11890573
9318,11890470,11890805
9319,11890229,11890524
9320,11890077,11890382
9321,11890334,11891245
9322,11890811,11890812
9323,11890909,11907109
9324,11890328,11907116
9325,11890942,11907133
9326,11890365,11890501
9327,11890675,11891002
9328,11890088,11890346
9329,11890437,11890887
9330,11890144,11890673
9331,11889649,11890990
9332,11890158,11890427
9333,11890366,11890697
9334,11890320,11890656
9335,11890705,11890892
9336,11890078,11891187
9337,11890376,11890883
9338,11889645,11907152
9339,11890745,11890814
9340,11890191,11890879
9341,11890320,11892003
9342,11890618,11891742
9343,11891039,11907116
9344,11890122,11890418
9345,11890245,11891973
9346,11890058,11890501
9347,11890144,11890694
9348,11890065,11890313
9349,11890313,11890389
9350,11890919,11890971
9351,11890659,11890865
9352,11890166,11891034
9353,11890289,11892003
9354,11890126,11890415
9355,11890319,11890594
9356,11890191,11892183
9357,11890159,11891770
9358,11890155,11891762
9359,11890249,11891047
9360,11890454,11890709
9361,11890214,11891314
9362,11890594,11891941
9363,11891269,11892079
9364,11890641,11891140
9365,11890149,11890157
9366,11890310,11890581
9367,11890274,11890775
9368,11890077,11891261
9369,11890523,11890820
9370,11890502,11890690
9371,11890102,11890205
9372,11890457,11890775
9373,11890709,11891060
9374,11890233,11907111
9375,11890892,11892172
9376,11890285,11890440
9377,11890119,11890652
9378,11890216,11890609
9379,11890173,11890192
9380,11890058,11890245
9381,11890647,11891335
9382,11890415,11890670
9383,11890058,11891173
9384,11889654,11890983
9385,11890520,11890656
9386,11889718,11891158
9387,11890409,11890565
9388,11890382,11891997
9389,11890609,11890707
9390,11890143,11890227
9391,11890312,11890696
9392,11889643,11890289
9393,11890539,11892037
9394,11890255,11890524
9395,11890369,11907178
9396,11890502,11890814
9397,11890109,11890598
9398,11890581,11891198
9399,11890337,11890805
9400,11890166,11890655
9401,11890327,11890380
9402,11890074,11890168
9403,11890987,11892045
9404,11890125,11890520
9405,11890215,11890724
9406,11890221,11890529
9407,11890363,11890581
9408,11890211,11890992
9409,11890096,11890114
9410,11891060,11892182
9411,11891034,11907111
9412,11890314,11890670
9413,11890149,11891981
9414,11890119,11890868
9415,11890228,11890992
9416,11890146,11890428
9417,11891274,11891335
9418,11890475,11891245
9419,11890607,11890647
9420,11890244,11892224
9421,11890249,11890594
9422,11890287,11891028
9423,11890997,11907098
9424,11890557,11891115
9425,11890858,11891314
9426,11890146,11890869
9427,11890900,11891926
9428,11890567,11891110
9429,11890123,11890612
9430,11890062,11890300
9431,11890308,11891034
9432,11890687,11890855
9433,11890801,11907431
9434,11890265,11890945
9435,11891008,11891028
9436,11890579,11891080
9437,11890193,11890573
9438,11890282,11890685
9439,11890529,11890883
9440,11890215,11892205
9441,11890655,11890701
9442,11890159,11890484
9443,11890337,11892183
9444,11891335,11907093
9445,11890900,11891011
9446,11890125,11890997
9447,11890694,11891060
9448,11890594,11890775
9449,11891341,11891956
9450,11890641,11892172
9451,11890327,11891034
9452,11890183,11892182
9453,11890063,11890174
9454,11890129,11890701
9455,11890668,11890814
9456,11890216,11890273
9457,11890437,11890804
9458,11890700,11890804
9459,11891187,11891337
9460,11890237,11890923
9461,11891725,11892169
9462,11890101,11890328
9463,11890549,11890997
9464,11890129,11890801
9465,11890177,11891787
9466,11890233,11891039
9467,11890237,11890619
9468,11890428,11891730
9469,11890698,11890907
9470,11890324,11890511
9471,11890229,11890612
9472,11890511,11891267
9473,11890416,11890635
9474,11891034,11891136
9475,11890065,11890415
9476,11890151,11890371
9477,11890724,11891028
9478,11890457,11891038
9479,11890215,11890342
9480,11890279,11890858
9481,11890261,11890678
9482,11890552,11890659
9483,11890078,11890427
9484,11889646,11890346
9485,11890196,11891038
9486,11890171,11890673
9487,11890299,11891216
9488,11890313,11891261
9489,11890244,11907171
9490,11890501,11890552
9491,11890102,11891086
9492,11890125,11890228
9493,11890224,11890365
9494,11890255,11890575
9495,11890351,11892194
9496,11890656,11892163
9497,11890221,11890324
9498,11890265,11890946
9499,11890850,11892022
9500,11890323,11890612
9501,11890099,11891337
9502,11890741,11890983
9503,11890132,11890707
9504,11890244,11907136
9505,11890691,11907116
9506,11890454,11891134
9507,11890072,11890427
9508,11892194,11907431
9509,11890339,11890741
9510,11890299,11890502
9511,11890945,11892037
9512,11891086,11891203
9513,11889654,11890160
9514,11890185,11890475
9515,11889688,11890740
9516,11890253,11890656
9517,11889718,11890273
9518,11891941,11907171
9519,11890180,11891047
9520,11890398,11891261
9521,11890211,11890960
9522,11890909,11892213
9523,11890734,11890959
9524,11890227,11890457
9525,11890365,11890789
9526,11890659,11890670
9527,11890068,11890274
9528,11890100,11890146
9529,11890398,11890820
9530,11890194,11890567
9531,11890342,11890705
9532,11890552,11891140
9533,11890077,11890784
9534,11890339,11890548
9535,11890407,11891731
9536,11890059,11890700
9537,11890158,11890369
9538,11890801,11891127
9539,11890088,11890211
9540,11890287,11891337
9541,11890156,11890251
9542,11890422,11890992
9543,11890226,11890430
9544,11890549,11890668
9545,11890154,11890946
9546,11890495,11890741
9547,11890902,11892079
9548,11890942,11892178
9549,11890271,11890805
9550,11889652,11891218
9551,11889649,11890156
9552,11890227,11890587
9553,11890389,11907089
9554,11890063,11891941
9555,11891337,11891973
9556,11890062,11890389
9557,11890573,11892054
9558,11890557,11907098
9559,11890967,11892024
9560,11890581,11890678
9561,11890156,11890700
9562,11890363,11890837
9563,11889646,11891973
9564,11890295,11891279
9565,11890205,11890687
9566,11890144,11891770
9567,11890146,11890251
9568,11890579,11891206
9569,11890210,11891082
9570,11890122,11891758
9571,11890233,11890883
9572,11890223,11891082
9573,11891147,11907111
9574,11890072,11890244
9575,11890148,11890540
9576,11890068,11890730
9577,11890105,11890265
9578,11890539,11890919
9579,11890132,11891770
9580,11889688,11890892
9581,11889651,11890992
9582,11890855,11890900
9583,11890329,11890367
9584,11890150,11892250
9585,11889665,11890173
9586,11890655,11890992
9587,11890312,11892194
9588,11890539,11890923
9589,11890148,11890191
9590,11890656,11891100
9591,11890678,11890902
9592,11890900,11907136
9593,11890255,11890923
9594,11890422,11891759
9595,11890226,11891216
9596,11890118,11890753
9597,11890134,11890741
9598,11890576,11890959
9599,11890244,11890855
9600,11890106,11890668
9601,11890084,11890214
9602,11890432,11890920
9603,11890240,11890619
9604,11890328,11892250
9605,11890223,11907118
9606,11890687,11891100
9607,11890175,11890749
9608,11890883,11890898
9609,11890122,11890587
9610,11890635,11892178
9611,11890394,11891797
9612,11890385,11890811
9613,11890673,11892205
9614,11891100,11891793
9615,11890149,11890198
9616,11890295,11890346
9617,11890501,11890900
9618,11890319,11890520
9619,11890700,11891025
9620,11890453,11891216
9621,11890995,11891039
9622,11890460,11891100
9623,11890861,11890978
9624,11890668,11907152
9625,11890277,11890541
9626,11890221,11890284
9627,11890211,11890259
9628,11890082,11890707
9629,11890612,11891136
9630,11890154,11890189
9631,11890075,11890647
9632,11890111,11907116
9633,11890701,11891732
9634,11890821,11892079
9635,11890160,11890368
9636,11890587,11891216
9637,11890502,11890701
9638,11890522,11890581
9639,11890271,11891762
9640,11890160,11892182
9641,11890226,11890691
9642,11890148,11890249
9643,11890909,11890983
9644,11890215,11890887
9645,11890745,11892079
9646,11890255,11891187
9647,11890591,11890698
9648,11890468,11891793
9649,11890744,11890767
9650,11889645,11891025
9651,11890368,11890910
9652,11890416,11907111
9653,11889650,11890240
9654,11890416,11890579
9655,11890129,11890287
9656,11889649,11890609
9657,11890520,11891762
9658,11890539,11891007
9659,11890744,11891110
9660,11889654,11890223
9661,11890144,11890541
9662,11889646,11891732
9663,11891187,11891314
9664,11890109,11890240
9665,11889645,11890269
9666,11890216,11890228
9667,11890432,11891080
9668,11890775,11891726
9669,11890641,11891231
9670,11890192,11890385
9671,11890745,11892163
9672,11890180,11890259
9673,11890376,11890558
9674,11890378,11890919
9675,11890701,11907116
9676,11891218,11891322
9677,11890122,11890789
9678,11890490,11892183
9679,11890205,11890685
9680,11890077,11890734
9681,11890298,11890302
9682,11889651,11891759
9683,11890079,11890417
9684,11890337,11890342
9685,11890647,11890991
9686,11890211,11891787
9687,11890148,11890668
9688,11889654,11907118
9689,11890744,11890966
9690,11890430,11890946
9691,11890118,11890160
9692,11890339,11907431
9693,11890523,11890581
9694,11890079,11890647
9695,11890329,11891941
9696,11890511,11890946
9697,11890210,11890240
9698,11890484,11891810
9699,11890965,11891335
9700,11890380,11890545
9701,11890277,11890520
9702,11890477,11890907
9703,11891008,11892163
9704,11890108,11891966
9705,11890156,11891267
9706,11890330,11891047
9707,11890126,11890157
9708,11890319,11890734
9709,11889644,11890339
9710,11890323,11890691
9711,11890303,11890310
9712,11890398,11891770
9713,11890108,11890158
9714,11890374,11890484
9715,11890433,11892022
9716,11890193,11890385
9717,11890215,11907109
9718,11890072,11890229
9719,11890289,11890685
9720,11890082,11890987
9721,11890477,11891961
9722,11889688,11890224
9723,11890113,11890523
9724,11890997,11907431
9725,11890591,11891770
9726,11890978,11891762
9727,11890177,11890313
9728,11890068,11890865
9729,11890495,11890900
9730,11890274,11890523
9731,11890289,11890394
9732,11889645,11890147
9733,11889644,11890223
9734,11891024,11891941
9735,11890194,11891726
9736,11890154,11890200
9737,11890220,11907118
9738,11890398,11890874
9739,11890635,11890864
9740,11890369,11890775
9741,11890086,11890142
9742,11889651,11890587
9743,11891060,11891732
9744,11890167,11891726
9745,11891198,11907111
9746,11890168,11890814
9747,11890101,11891011
9748,11890226,11890374
9749,11890157,11890240
9750,11890240,11890910
9751,11890142,11890967
9752,11890074,11892178
9753,11890109,11891203
9754,11890125,11890143
9755,11890106,11891742
9756,11890870,11891261
9757,11890330,11891134
9758,11890088,11890861
9759,11890167,11890946
9760,11890478,11890844
9761,11890956,11892183
9762,11890289,11890366
9763,11890285,11890510
9764,11890191,11890883
9765,11890541,11891261
9766,11890148,11890670
9767,11890253,11890277
9768,11890983,11891245
9769,11890284,11890685
9770,11890400,11890705
9771,11890183,11891134
9772,11890134,11890272
9773,11890197,11892054
9774,11890277,11890960
9775,11890146,11890991
9776,11890197,11891314
9777,11890233,11891153
9778,11890265,11891228
9779,11890279,11890548
9780,11890173,11890227
9781,11890262,11890850
9782,11890557,11890575
9783,11890700,11907152
9784,11890211,11890750
9785,11890720,11907133
9786,11890214,11891944
9787,11890363,11891758
9788,11890134,11890273
9789,11890376,11890966
9790,11890160,11890539
9791,11890156,11892169
9792,11890211,11891337
9793,11890229,11890909
9794,11890227,11891082
9795,11890157,11890741
9796,11890394,11890805
9797,11890191,11891134
9798,11890567,11891981
9799,11890567,11891216
9800,11890142,11890801
9801,11890942,11891758
9802,11890196,11890427
9803,11891100,11891970
9804,11890417,11890457
9805,11889645,11891944
9806,11890059,11890163
9807,11890351,11891956
9808,11890407,11890910
9809,11890694,11907093
9810,11891011,11907136
9811,11890416,11890874
9812,11890105,11890587
9813,11890470,11890522
9814,11890249,11891726
9815,11890536,11890685
9816,11890224,11890237
9817,11890174,11890992
9818,11890518,11890992
9819,11890418,11890482
9820,11890063,11890210
9821,11890775,11891981
9822,11890157,11890194
9823,11890300,11892195
9824,11890064,11890983
9825,11890177,11890371
9826,11890857,11891086
9827,11890396,11890983
9828,11890089,11890331
9829,11890284,11891267
9830,11890094,11890857
9831,11890109,11890673
9832,11891261,11907152
9833,11890310,11892183
9834,11890105,11890219
9835,11890113,11907111
9836,11890240,11890656
9837,11890330,11890453
9838,11890109,11891777
9839,11890674,11891970
9840,11890865,11890869
9841,11889650,11891726
9842,11890295,11891981
9843,11890221,11890224
9844,11890354,11890619
9845,11891973,11892163
9846,11890182,11891759
9847,11890173,11890277
9848,11890959,11891970
9849,11890855,11907171
9850,11890539,11890900
9851,11889652,11890259
9852,11889665,11890655
9853,11890062,11890942
9854,11890518,11890579
9855,11890121,11890204
9856,11890287,11892024
9857,11890114,11890337
